Name,Age,Race,Gender,Occupation,Crime,Method,Death,Coordinates,County,Source1,Source2,Source3,,,
Charles Petree,23,White,Male,Bootlegger,Murder-Robbery,Murder-Robbery,Mar 1 1922,POINT (36.1167307 -84.1954177),Anderson,https://virginiachronicle.com/?a=d&d=NPO19220114.2.60&e=-------en-20--1--txt-txIN--------,https://chroniclingamerica.loc.gov/lccn/sn99065781/1921-08-10/ed-1/seq-1/#date1=1921&index=0&rows=20&words=John+McClure&searchType=basic&sequence=0&state=Tennessee&date2=1923&proxtext=john+mcclure&y=16&x=12&dateFilterType=yearRange&page=1,https://archives.albany.edu/espy/catalog/10466,,,
Otto Stephens,29,White,Male,Bootlegger,Murder-Robbery,Murder-Robbery,Mar 1 1922,POINT (36.1167307 -84.1954177),Anderson,https://virginiachronicle.com/?a=d&d=NPO19220114.2.60&e=-------en-20--1--txt-txIN--------,https://chroniclingamerica.loc.gov/lccn/sn99065781/1921-08-10/ed-1/seq-1/#date1=1921&index=0&rows=20&words=John+McClure&searchType=basic&sequence=0&state=Tennessee&date2=1923&proxtext=john+mcclure&y=16&x=12&dateFilterType=yearRange&page=1,https://archives.albany.edu/espy/catalog/10467,,,
Tom Christmas,26,White,Male,Bootlegger,Murder-Robbery,Murder-Robbery,Mar 1 1922,POINT (36.1167307 -84.1954177),Anderson,https://virginiachronicle.com/?a=d&d=NPO19220114.2.60&e=-------en-20--1--txt-txIN--------,https://chroniclingamerica.loc.gov/lccn/sn99065781/1921-08-10/ed-1/seq-1/#date1=1921&index=0&rows=20&words=John+McClure&searchType=basic&sequence=0&state=Tennessee&date2=1923&proxtext=john+mcclure&y=16&x=12&dateFilterType=yearRange&page=1,https://archives.albany.edu/espy/catalog/10464,,,
Granville Bunch,ÿ?,White,Male,?,Murder,Murder,Apr 11 1922,POINT (36.1167307 -84.1954177),Anderson,https://www.findagrave.com/memorial/32006640/granville-bunch,https://tngenweb.org/andersoncounty/2011/09/death-of-granville-bunch-1922/,https://archives.albany.edu/espy/catalog/9560,,,
Walter Kennedy,18,White,Male,?,Murder-Robbery,Murder-Robbery,Jan 21 1936,POINT (36.1167307 -84.1954177),Anderson,https://archives.albany.edu/espy/catalog/9993,http://jerrybryan.com/trees/bray1/b11245.html,https://newscomse.newspapers.com/image/604619157/?terms=walter%20kennedy&pqsid=jOhdyeEonthwrTs4CR-BcQ%3A341380%3A1488125000&match=1,,,
James Brice,ÿ?,White,Male,?,Aid Runaway Slve,Aid Runaway Slve,Jul 20 1814,POINT (35.6881849 -083.9229731),Blount,https://casetext.com/case/james-brice-v-the-state,https://archives.albany.edu/espy/catalog/9556,,,,
Henry Lunsford,ÿ?,White,Male,?,Murder,Murder,Sep 26 1828,POINT (35.6881849 -083.9229731),Blount,https://archives.albany.edu/espy/catalog/10009,http://files.usgwarchives.net/tn/blount/newspapers/newsarti119gnw.txt,,,,
Charles Cox,ÿ?,Black,Male,Slave,Murder,Murder,Jan 25 1839,POINT (35.6881849 -083.9229731),Blount,https://archives.albany.edu/concern/daos/c247f983r?locale=en,,,,,
Asbury Fields,47,White,Male,Moonshiner,Murder-Robbery,Murder-Robbery,Feb 18 1922,POINT (35.1539144 -084.8594137),Bradley,https://www.newspapers.com/article/24006046/asbury_fields/,https://www.ancestry.com/discoveryui-content/view/334989:2376?tid=&pid=&queryId=135a5d618b11dace291b482cc4ab6169&_phsrc=cnp57&_phstart=successSource,https://archives.albany.edu/concern/daos/6q1833574?locale=en,,,
Barney Thompson,29,Black,Male,?,Murder,Murder,Feb 17 1949,POINT (35.1539144 -084.8594137),Bradley,https://archives.albany.edu/espy/catalog/10418,https://books.google.com/books?id=TFCZDwAAQBAJ&pg=PA151&lpg=PA151&dq=barney+thompson+1949&source=bl&ots=62SWLQDzM7&sig=ACfU3U05VXaJaOFwawaWLvTOBTMxmSwJsA&hl=en&sa=X&ved=2ahUKEwj1pdCCnpKCAxX3kGoFHSlLAXc4FBDoAXoECAMQAw#v=onepage&q=barney%20thompson%201949&f=false,,,,
White Tollett,28,White,Male,?,Murder,Murder,Jan 11 1939,POINT (36.2847441 -82.1265932),Carter,https://storiesofappalachia.com/?p=1550,https://casetext.com/case/state-v-tollett-et-al,https://newscomse.newspapers.com/image/772780712/?terms=white%20tollett&pqsid=jOhdyeEonthwrTs4CR-BcQ%3A999672%3A1664361443&match=1,,,
Ananias Honeycutt,25,White,Male,Farmer,Murder-Robbery,Murder-Robbery,Aug 12 1875,POINT (36.5015422 -083.6607217),Claiborne,https://www.themountaineagle.com/articles/the-hanging-of-ananias-honeycutt/,https://archives.albany.edu/concern/daos/5x21v041x?locale=fr,,https://newscomse.newspapers.com/image/586559415/?terms=ananias%20honeycutt&pqsid=jOhdyeEonthwrTs4CR-BcQ%3A1058493%3A494009401&match=1,,
Stephen Griffey,ÿ?,?,Male,?,Rape,Rape,Nov 22 1878,POINT (35.9161980 -083.1192242),Cocke,https://archives.albany.edu/espy/catalog/9854,https://chroniclingamerica.loc.gov/lccn/sn85033437/1878-11-24/ed-1/seq-4/#date1=1855&index=0&rows=20&words=Griffey+Stephen&searchType=basic&sequence=0&state=Tennessee&date2=1963&proxtext=stephen+griffey&y=7&x=14&dateFilterType=yearRange&page=1,,,,
Dan Potter,ÿ?,?,Male,?,Murder,Murder,Nov 12 1880,POINT (35.9161980 -083.1192242),Cocke,https://archives.albany.edu/espy/catalog/10191,https://chroniclingamerica.loc.gov/lccn/sn85033437/1880-08-03/ed-1/seq-4/#date1=1855&index=0&rows=20&words=Dan+Potter&searchType=basic&sequence=0&state=Tennessee&date2=1963&proxtext=dan+potter&y=0&x=0&dateFilterType=yearRange&page=1,,,,
Hiram Hall,21,White,Male,Farmer,Murder,Murder,Apr 13 1899,POINT(35.9523984 -084.9947614),Cumberland,https://www.tba.org/?pg=Articles&blAction=showEntry&blogEntry=9235,https://chroniclingamerica.loc.gov/lccn/sn89058250/1899-03-30/ed-1/seq-4/#date1=1855&index=1&rows=20&words=Hall+Hiram&searchType=basic&sequence=0&state=Tennessee&date2=1963&proxtext=hiram+hall&y=0&x=0&dateFilterType=yearRange&page=1,,,,
Mitchell Markum,ÿ?,White,Male,Farm Hand,Murder,Murder,Jun 29 1821,POINT(36.2775091 -083.5095458),Grainger,http://genealogytrails.com/tenn/hawkins/history.html,http://genealogytrails.com/tenn/hawkins/history.html,https://newscomse.newspapers.com/image/586262634/?terms=markum%20mitchell&pqsid=jOhdyeEonthwrTs4CR-BcQ%3A1092049%3A1505705406&match=1,,,
John Nance,ÿ?,White,Male,Soldier,Murder,Murder,Dec 27 1867,POINT(36.2775091 -083.5095458),Grainger,https://books.google.com/books?id=_PtiDwAAQBAJ&pg=PA73&lpg=PA73&dq=john+nance+1867+tennessee&source=bl&ots=ogNHFS39wy&sig=ACfU3U0zWyryoOHTcQMO8NwljdrEcO56Ug&hl=en&sa=X&ved=2ahUKEwi75LX2_cOBAxX2l2oFHWzSBjs4ChDoAXoECAcQAw#v=onepage&q=john%20nance%201867%20tennessee&f=false,,https://archives.albany.edu/espy/catalog/10167,,,
George Howell,17,Black,Male,Farm Hand,Murder,Murder,Sep 5 1878,POINT(36.1794867 -082.8475235),Greene,https://archives.albany.edu/espy/catalog/9880,https://www.executedtoday.com/2018/09/05/1878-george-howell-family-arbiter/,,,,
Anthony Blair,ÿ?,Black,Male,Attorney,Murder,Murder,Sep 26 1879,POINT(36.2183967 -083.2660711),Hamblen,https://en.wikipedia.org/wiki/Anthony_Blair_(criminal),https://chroniclingamerica.loc.gov/lccn/sn85033681/1879-10-01/ed-1/seq-2/#date1=1770&index=0&rows=20&words=ANTHONY+Anthony+BLAIR+Blair&searchType=basic&sequence=0&state=Tennessee&date2=1880&proxtext=anthony+blair&y=9&x=13&dateFilterType=yearRange&page=1,,,,
Jacob Huff,ÿ?,Black,Male,?,Murder,Murder,Dec 27 1867,POINT(35.1634720 -085.2018432),Hamilton,https://notesfromtheninthcircle.blogspot.com/2020/07/judicial-executions-in-hamilton-co-tn.html,https://archives.albany.edu/concern/daos/9w032946b?locale=en,https://newscomse.newspapers.com/image/585882125/?terms=jacob%20huff&pqsid=U2D_qieIfvSHD4zzinbZwg%3A250582%3A1510799034&match=1,,,
Henry Lawson,ÿ?,Black,Male,?,Rape,Rape,Sep 2 1881,POINT(35.1634720 -085.2018432),Hamilton,https://notesfromtheninthcircle.blogspot.com/2020/07/judicial-executions-in-hamilton-co-tn.html,https://chroniclingamerica.loc.gov/lccn/sn85033437/1881-09-03/ed-1/seq-1/#date1=1870&index=0&rows=20&words=HENRY+Henry+Lawson+LAWSON&searchType=basic&sequence=0&state=Tennessee&date2=1882&proxtext=henry+lawson&y=13&x=6&dateFilterType=yearRange&page=1,,,,
Jesse Frierson,26,Black,Male,?,Murder,Murder,Jan 2 1892,POINT(35.1634720 -085.2018432),Hamilton,https://archives.albany.edu/espy/catalog/9837,http://www.hcsheriff.gov/gen_info/past_sheriffs/hiram_springfield.php,https://newscomse.newspapers.com/image/604715599/?terms=jesse%20frierson&pqsid=jOhdyeEonthwrTs4CR-BcQ%3A1174502%3A1981069486&match=1,,,
George Mapp,20,Black,Male,?,Murder-Robbery,Murder-Robbery,Jan 11 1895,POINT(35.1634720 -085.2018432),Hamilton,https://notesfromtheninthcircle.blogspot.com/2020/07/judicial-executions-in-hamilton-co-tn.html,https://books.google.com/books?id=_PtiDwAAQBAJ&pg=PA97&lpg=PA97&dq=George+Mapp+and+Buddy+Wooten&source=bl&ots=ogNJAO97CC&sig=ACfU3U1WYCtimMn2Y5iaqaCAPkMfAWqhqA&hl=en&sa=X&ved=2ahUKEwiNwJXZ0u6BAxWhlGoFHUk9B3UQ6AF6BAgIEAM#v=onepage&q=George%20Mapp%20and%20Buddy%20Wooten&f=false,,,,
Buddy Wooten,ÿ?,Black,Male,?,Murder-Robbery,Murder-Robbery,Jan 11 1895,POINT(35.1634720 -085.2018432),Hamilton,https://notesfromtheninthcircle.blogspot.com/2020/07/judicial-executions-in-hamilton-co-tn.html,https://books.google.com/books?id=_PtiDwAAQBAJ&pg=PA97&lpg=PA97&dq=George+Mapp+and+Buddy+Wooten&source=bl&ots=ogNJAO97CC&sig=ACfU3U1WYCtimMn2Y5iaqaCAPkMfAWqhqA&hl=en&sa=X&ved=2ahUKEwiNwJXZ0u6BAxWhlGoFHUk9B3UQ6AF6BAgIEAM#v=onepage&q=George%20Mapp%20and%20Buddy%20Wooten&f=false,,,,
Ed Turner,27,White,Male,Restaurant Oper,Murder,Murder,Feb 27 1908,POINT(35.1634720 -085.2018432),Hamilton,https://www.findagrave.com/memorial/206383799/edward-turner,https://chroniclingamerica.loc.gov/lccn/sn96091104/1908-01-24/ed-1/seq-3/#date1=1908&index=0&rows=20&words=Ed+ED+Turner+TURNER&searchType=basic&sequence=0&state=Tennessee&date2=1908&proxtext=ed+turner&y=18&x=13&dateFilterType=yearRange&page=1,,,,
Robert Cook,ÿ?,Black,Male,?,Murder-Robbery,Murder-Robbery,Nov 17 1911,POINT(35.1634720 -085.2018432),Hamilton,https://archives.albany.edu/espy/catalog/9578,https://newscomse.newspapers.com/image/604623818/?terms=robert%20cook&pqsid=U2D_qieIfvSHD4zzinbZwg%3A313136%3A1189336498&match=1,https://newscomse.newspapers.com/image/603008666/?terms=robert%20cook&pqsid=U2D_qieIfvSHD4zzinbZwg%3A313136%3A1189336498&match=1,,,
Taylor Neal,19,Black,Male,?,Murder-Rape-Rob,Murder-Rape-Rob,Aug 3 1921,POINT(35.1634720 -085.2018432),Hamilton,https://archives.albany.edu/espy/catalog/10168,https://chroniclingamerica.loc.gov/lccn/sn85038531/1920-09-11/ed-1/seq-5/#date1=1920&index=6&rows=20&words=Neal+Taylor&searchType=basic&sequence=0&state=Tennessee&date2=1922&proxtext=taylor+neal&y=20&x=27&dateFilterType=yearRange&page=1,https://newscomse.newspapers.com/image/603073283/?terms=taylor%20neal&pqsid=U2D_qieIfvSHD4zzinbZwg%3A409409%3A995281344&match=1,,,
Cyrenas Jackson,18,Black,Male,?,Murder-Rape-Rob,Murder-Rape-Rob,Aug 3 1921,POINT(35.1634720 -085.2018432),Hamilton,https://archives.albany.edu/espy/catalog/9886,https://chroniclingamerica.loc.gov/lccn/sn85038531/1920-09-11/ed-1/seq-5/#date1=1920&index=6&rows=20&words=Neal+Taylor&searchType=basic&sequence=0&state=Tennessee&date2=1922&proxtext=taylor+neal&y=20&x=27&dateFilterType=yearRange&page=1,https://newscomse.newspapers.com/image/604592239/?terms=cyrenas%20jackson&pqsid=jOhdyeEonthwrTs4CR-BcQ%3A1225193%3A691206318&match=1,,,
William Dwight,18,Black,Male,?,Murder-Robbery,Murder-Robbery,Jul 25 1922,POINT(35.1634720 -085.2018432),Hamilton,https://archives.albany.edu/espy/catalog/9594,https://soapboxie.com/government/Death-Penalty-Tennessee-Executed-Stories,https://newscomse.newspapers.com/image/605531027/?terms=william%20dwight&pqsid=jOhdyeEonthwrTs4CR-BcQ%3A1292827%3A173678592&match=1,,,
Oscar Bevins,25,Black,Male,?,Rape,Rape,Sep 7 1933,POINT(35.1634720 -085.2018432),Hamilton,https://archives.albany.edu/espy/catalog/9552,https://soapboxie.com/government/Death-Penalty-Tennessee-Executed-Stories,https://newscomse.newspapers.com/image/604336447/?terms=oscar%20bevins&pqsid=jOhdyeEonthwrTs4CR-BcQ%3A1422962%3A30441563&match=1,,,
Andrew Wilcoxen,25,Black,Male,?,Rape,Rape,Sep 7 1933,POINT(35.1634720 -085.2018432),Hamilton,https://www.ancestry.com/imageviewer/collections/2376/images/33113_257977-00769?treeid=&personid=&rc=&usePUB=true&_phsrc=cnp11&_phstart=successSource&pId=216501,,https://newscomse.newspapers.com/image/604336447/?terms=andrew%20wilcoxen&pqsid=jOhdyeEonthwrTs4CR-BcQ%3A1450782%3A573286651&match=1,,,
Walter Reed,55,Black,Male,?,Murder,Murder,Jul 18 1941,POINT(35.1634720 -085.2018432),Hamilton,https://archives.albany.edu/espy/catalog/10195,https://newscomse.newspapers.com/image/604582316/?terms=walter%20reed%20&pqsid=6lwpv1FHVpSFNRvyGYut4g%3A8852%3A461257630&match=1,https://newscomse.newspapers.com/image/604582313/?terms=walter%20reed%20&pqsid=6lwpv1FHVpSFNRvyGYut4g%3A8852%3A461257630&match=1,,,
Robert Hall,50,Black,Male,?,Murder,Murder,Dec 15 1943,POINT(35.1634720 -085.2018432),Hamilton,https://archives.albany.edu/espy/catalog/9857,https://soapboxie.com/government/Death-Penalty-Tennessee-Executed-Stories,https://newscomse.newspapers.com/image/604576531/?terms=robert%20hall&pqsid=jOhdyeEonthwrTs4CR-BcQ%3A1476176%3A1902085196&match=1,,,
Robert Delap,ÿ?,White,Male,,Murder,Murder,? ? 1823,POINT(36.2775091 -083.5095458),Grainger,http://genealogytrails.com/tenn/hawkins/history.html,https://tntech.primo.exlibrisgroup.com/discovery/fulldisplay?context=L&vid=01TNTECH_INST:01TNTECH_default&search_scope=TTU_everything&tab=Everything&docid=alma991009933650303166,,,,
,ÿ?,Black,Male,Slave,Murder-Arson,Murder-Arson,? ÿ 1861,POINT(35.1634720 -085.2018432),Hawkins,,,,,,
Joseph Harris,ÿ?,White,Male,?,Murder-Robbery,Murder-Robbery,Nov 25 1881,POINT(35.1634720 -085.2018432),Hawkins,https://archives.albany.edu/espy/catalog/9867,https://newscomse.newspapers.com/image/586565296/?terms=joseph%20harris&pqsid=6lwpv1FHVpSFNRvyGYut4g%3A151161%3A840354049&match=1,https://newscomse.newspapers.com/image/603912976/?terms=joseph%20harris&pqsid=6lwpv1FHVpSFNRvyGYut4g%3A151161%3A840354049&match=1,,,
,ÿ?,Black,Female,?,Murder,Murder,? ÿ 1808,POINT(36.0483379 -083.4411426),Jefferson,,,,,,
Winifred Walker,ÿ?,Black,Male,?,Rape,Rape,Jan 8 1920,POINT(36.0483379 -083.4411426),Jefferson,https://archives.albany.edu/espy/catalog/10433,https://chroniclingamerica.loc.gov/lccn/sn85038531/1919-08-01/ed-1/seq-16/#date1=1919&index=0&rows=20&words=Walker+Winifred&searchType=basic&sequence=0&state=Tennessee&date2=1921&proxtext=winifred+walker&y=0&x=0&dateFilterType=yearRange&page=1,,https://chroniclingamerica.loc.gov/lccn/sn97065122/1919-08-02/ed-1/seq-1/#date1=1919&index=1&rows=20&words=Walker+Winifred&searchType=basic&sequence=0&state=Tennessee&date2=1921&proxtext=winifred+walker&y=0&x=0&dateFilterType=yearRange&page=1,,
Finley Preston,27,Black,Male,Farmer,Murder,Murder,Nov 7 1905,POINT(36.4532029 -081.8612467),Johnson,https://www.newspapers.com/article/the-washington-post-finley-preston/21281236/,https://www.loc.gov/item/afc9999005.2697,https://newscomse.newspapers.com/image/585690133/?terms=finley%20preston&pqsid=jOhdyeEonthwrTs4CR-BcQ%3A2020938%3A939929465&match=1,,,
Obongpohego,ÿ?,Nat. Amer.,Male,?,Murder,Murder,Aug 4 1794,POINT(35.9927265 -083.9377209),Knox,https://archives.albany.edu/espy/catalog/10173,https://www.jstor.org/stable/43999637,,,,
George,ÿ?,Nat. Amer.,Male,?,Murder,Murder,Jul 17 1800,POINT(35.9927265 -083.9377209),Knox,,,,,,
Jack (Pate),ÿ?,Black,Male,Slave,Murder-Rape,Murder-Rape,Aug 4 1801,POINT(35.9927265 -083.9377209),Knox,https://tngenweb.org/histnews/tag/pate-stephen/,https://archives.albany.edu/espy/catalog/9885,,,,
Aron Gist,ÿ?,?,Male,?,?,?,Jan 15 1802,POINT(35.9927265 -083.9377209),Knox,http://vancehawkins.blogspot.com/2017/05/the-paternity-of-sequoyah-part-2.html,https://archives.albany.edu/espy/catalog/9846,,,,
Joshua Young,67,White,Male,?,Murder,Murder,Aug 17 1829,POINT(35.9927265 -083.9377209),Knox,https://archives.albany.edu/espy/catalog/10456,https://genealogytrails.com/tenn/knox/news_crimes.html,https://newscomse.newspapers.com/image/584950514/?terms=joshua%20young&pqsid=M8MoiDzBdlMw119zpG4Tog%3A172482%3A1551121112&match=1,,,
James White,24,White,Male,?,Murder,Murder,Aug 17 1829,POINT(35.9927265 -083.9377209),Knox,https://archives.albany.edu/espy/catalog/10456,https://genealogytrails.com/tenn/knox/news_crimes.html,https://newscomse.newspapers.com/image/603762554/?terms=james%20white&pqsid=M8MoiDzBdlMw119zpG4Tog%3A209723%3A512896178&match=1,,,
John Webb,ÿ?,White,Male,?,Murder,Murder,Aug 13 1875,POINT(35.9927265 -083.9377209),Knox,https://www.knoxnews.com/story/opinion/columnists/robert-booker/2023/04/03/opinion-hanging-drew-12000-spectators-to-knoxville-in-1875/70073612007/,https://archives.albany.edu/espy/catalog/10438,https://newscomse.newspapers.com/image/64297253/?terms=john%20webb&pqsid=M8MoiDzBdlMw119zpG4Tog%3A255320%3A1108970851&match=1,,,
Samuel Hodges,ÿ?,Black,Male,?,Murder,Murder,Nov 10 1882,POINT(35.9927265 -083.9377209),Knox,https://www.executedtoday.com/2016/11/10/1882-samuel-and-milton-hodge/,https://chroniclingamerica.loc.gov/lccn/sn85033437/1882-02-10/ed-1/seq-4/#date1=1881&index=1&rows=20&words=Hodge+Hodges+Samuel&searchType=basic&sequence=0&state=Tennessee&date2=1883&proxtext=samuel+hodges&y=11&x=4&dateFilterType=yearRange&page=1,https://newscomse.newspapers.com/image/586560357/?terms=samuel%20hodges&pqsid=M8MoiDzBdlMw119zpG4Tog%3A290225%3A127839911&match=1,,,
Milton Hodges,ÿ?,Black,Male,?,Murder,Murder,Nov 10 1882,POINT(35.9927265 -083.9377209),Knox,https://www.executedtoday.com/2016/11/10/1882-samuel-and-milton-hodge/,https://chroniclingamerica.loc.gov/lccn/sn85033437/1882-02-10/ed-1/seq-4/#date1=1881&index=1&rows=20&words=Hodge+Hodges+Samuel&searchType=basic&sequence=0&state=Tennessee&date2=1883&proxtext=samuel+hodges&y=11&x=4&dateFilterType=yearRange&page=1,https://newscomse.newspapers.com/image/586560357/?terms=samuel%20hodges&pqsid=M8MoiDzBdlMw119zpG4Tog%3A290225%3A127839911&match=1,,,
Jack Maples,ÿ?,Black,Male,?,Rape,Rape,Nov 21 1890,POINT(35.9927265 -083.9377209),Knox,https://archives.albany.edu/espy/catalog/10011,https://chroniclingamerica.loc.gov/lccn/sn89058007/1890-11-28/ed-1/seq-1/#date1=1889&index=0&rows=20&words=Jack+Maples&searchType=basic&sequence=0&state=Tennessee&date2=1891&proxtext=jack+maples&y=0&x=0&dateFilterType=yearRange&page=1,https://newscomse.newspapers.com/image/584914364/?terms=jack%20maples&pqsid=M8MoiDzBdlMw119zpG4Tog%3A346932%3A1297923567&match=1,,,
Allan Cousans,ÿ?,?,Male,?,Murder,Murder,Dec 21 1893,POINT(35.9927265 -083.9377209),Knox,https://archives.albany.edu/espy/catalog/9579,https://newscomse.newspapers.com/image/604733804/?terms=allan%20cousans&pqsid=M8MoiDzBdlMw119zpG4Tog%3A387251%3A1796584894&match=1,https://newscomse.newspapers.com/image/584200083/?terms=allan%20cousans&pqsid=M8MoiDzBdlMw119zpG4Tog%3A387251%3A1796584894&match=1,,,
John Thomas,ÿ?,Black,Male,?,Murder,Murder,Jan 10 1907,POINT(35.9927265 -083.9377209),Knox,https://archive.knoxnews.com/opinion/columnists/robert-booker-public-hangings-were-real-crowd-pleasers-ep-358116101-355743431.html/,https://archives.albany.edu/espy/catalog/10417,https://newscomse.newspapers.com/image/585628283/?terms=john%20thomas&pqsid=M8MoiDzBdlMw119zpG4Tog%3A463289%3A1427250438&match=1,,,
Peter Turner,37,Black,Male,News Vendor,Murder,Murder,Jan 11 1908,POINT(35.9927265 -083.9377209),Knox,https://archives.albany.edu/espy/catalog/10427,https://www.knoxnews.com/story/opinion/columnists/robert-booker/2018/09/10/public-executions-knox-county-sheriff-drew-crowds-robert-j-booker/1224001002/,https://newscomse.newspapers.com/image/604099981/?terms=peter%20turner&pqsid=M8MoiDzBdlMw119zpG4Tog%3A830814%3A1791986464&match=1,,,
John Carmack,29,Black,Male,Railroad Worker,Murder-Robbery,Murder-Robbery,Feb 27 1908,POINT(35.9927265 -083.9377209),Knox,https://archives.albany.edu/espy/catalog/9564,https://www.proquest.com/hnpknoxvillenewssentinel/docview/2659275158/FF972B38924210PQ/1?accountid=33208,https://newscomse.newspapers.com/image/585634396/?terms=john%20carmack&pqsid=M8MoiDzBdlMw119zpG4Tog%3A872520%3A1170562889&match=1,,,
John Mcpherson,24,White,Male,Gambler,Murder,Murder,Mar 23 1908,POINT(35.9927265 -083.9377209),Knox,https://www.knoxnews.com/story/opinion/columnists/robert-booker/2018/09/10/public-executions-knox-county-sheriff-drew-crowds-robert-j-booker/1224001002/,https://archives.albany.edu/espy/catalog/10028,https://newscomse.newspapers.com/image/584351437/?terms=john%20mcpherson&pqsid=M8MoiDzBdlMw119zpG4Tog%3A910428%3A324603154,,,
Maurice Mays,32,Black,Male,Gambler,Murder-Rape,Murder-Rape,Mar 15 1922,POINT(35.9927265 -083.9377209),Knox,https://medium.com/@AngelaDennisWrites/maurice-mays-and-the-knoxville-race-riots-a-tragedy-forgotten-d3c5c107f3fa,https://www.beckcenter.net/maurice-mays,https://scout.lib.utk.edu/repositories/2/resources/3968,,,
Theodore Harris,22,Black,Male,Domestic Servant,Murder-Robbery,Murder-Robbery,Jan 27 1931,POINT(35.9927265 -083.9377209),Knox,https://archives.albany.edu/concern/daos/v692tq61p?locale=en,https://www.newspapers.com/article/kingsport-times-kingsport-times-26-dec-1/3877216/,https://newscomse.newspapers.com/image/586395191/?terms=theodore%20harris&pqsid=M8MoiDzBdlMw119zpG4Tog%3A1093293%3A1490441809&match=1,,,
James Allen,21,Black,Male,Laborer,Murder-Robbery,Murder-Robbery,Jan 5 1934,POINT(35.9927265 -083.9377209),Knox,https://archives.albany.edu/espy/catalog/8956,https://www.proquest.com/hnpknoxvillenewssentinel/docview/2659739965/5222DE6E5C14395PQ/1?accountid=33208,https://newscomse.newspapers.com/image/605226431/?terms=roy%20painter&pqsid=M8MoiDzBdlMw119zpG4Tog%3A1854199%3A1674222557&match=1,,,
Joseph Emory,39,Black,Male,Gas Station Att,Murder,Murder,Feb 5 1934,POINT(35.9927265 -083.9377209),Knox,https://archives.albany.edu/espy/catalog/9827,https://www.proquest.com/hnpknoxvillenewssentinel/docview/2659615299/86CD17F1998443CCPQ/1?accountid=33208,,,,
Lewis Fain,26,Black,Male,Hotel Porter,Murder-Rape-Rob,Murder-Rape-Rob,Feb 26 1934,POINT(35.9927265 -083.9377209),Knox,https://archives.albany.edu/espy/catalog/9830,https://www.newspapers.com/article/kingsport-times-kingsport-times-26-dec-1/3877216/,https://newscomse.newspapers.com/image/586182784/?terms=%22barclay%20jones%22%20&pqsid=M8MoiDzBdlMw119zpG4Tog%3A1733767%3A242632494&match=1,,,
Elmer Barrett,22,Black,Male,?,Murder-Robbery,Murder-Robbery,Nov 18 1936,POINT(35.9927265 -083.9377209),Knox,https://newscomse.newspapers.com/image/772707587/?terms=%22elmer%20barrett%22%20&pqsid=M8MoiDzBdlMw119zpG4Tog%3A1989316%3A1565202189&match=1,https://archives.albany.edu/espy/catalog/9339,https://newscomse.newspapers.com/image/585893838/?terms=%22elmer%20barrett%22%20&pqsid=M8MoiDzBdlMw119zpG4Tog%3A1989316%3A1565202189&match=1,,,
Clyde Wills,29,White,Male,Escaped Convict,Rape-Robbery,Rape-Robbery,Jan 10 1940,POINT(35.9927265 -083.9377209),Knox,https://archives.albany.edu/concern/daos/0g354z551?locale=zh,https://www.proquest.com/hnpknoxvillenewssentinel/docview/2659794273/8807FF40688643DBPQ/1?accountid=33208,https://www.proquest.com/hnpknoxvillenewssentinel/docview/2659601795/FD5301B57CC940F0PQ/1?accountid=33208,,,
Roy Walden,36,White,Male,Donut Salesman,Rape,Rape,Feb 13 1942,POINT(35.9927265 -083.9377209),Knox,https://casetext.com/case/walden-v-state-70,https://archives.albany.edu/espy/catalog/10431,https://newscomse.newspapers.com/image/586880400/?terms=roy%20walden&pqsid=M8MoiDzBdlMw119zpG4Tog%3A2072094%3A623601833&match=1,,,
John Dockery,20,White,Male,Ex Reformatory,Rape-Robbery,Rape-Robbery,Feb 14 1942,POINT(35.9927265 -083.9377209),Knox,https://archives.albany.edu/concern/daos/ns064q32c?locale=en,https://www.proquest.com/hnpknoxvillenewssentinel/docview/2659777876/133C70BE6DCC4130PQ/2?accountid=33208,https://www.proquest.com/hnpknoxvillenewssentinel/docview/2660041816/133C70BE6DCC4130PQ/3?accountid=33208,,,
Ernest Dixon,23,White,Male,Ex Reformatory,Rape-Robbery,Rape-Robbery,Feb 14 1942,POINT(35.9927265 -083.9377209),Knox,https://archives.albany.edu/concern/daos/ns064q32c?locale=en,"November 29, 1941 (Page 1 of 10) - ProQuest Historical Newspapers: Knoxville News Sentinel - ProQuest","February 14, 1942 (Page 1 of 10) - ProQuest Historical Newspapers: Knoxville News Sentinel - ProQuest",,,
Clyde Steele,21,Black,Male,?,Rape,Rape,Jan 24 1950,POINT(35.9927265 -083.9377209),Knox,https://archives.albany.edu/concern/daos/h415pt06n?locale=en,The Death Chair - Dr John McElhaney - Google Books,https://newscomse.newspapers.com/image/587794953/?terms=clyde%20steele&pqsid=M8MoiDzBdlMw119zpG4Tog%3A2118390%3A842357636&match=1,,,
